observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,Drought,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,AwnRoughness(WIPO:0000274),AwnRoughness(WIPO:0000274).date,FruitingEfficiency(WIPO:0000277),FruitingEfficiency(WIPO:0000277).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PeduncleLength(WIPO:0000278),PeduncleLength(WIPO:0000278).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
ww-393BLOCK8PLOT13,3032943,WW5,Wheat_Winter_TUR,23585,https://doi.org/10.15454/VXMACR,MISHRAGANI,VIRTUAL_TRIAL,,,,,8,31,,Rainfed,2015,"4,6",,"2,3",,"0,6875",,"53,829787234",,42146,2015-05-23T02:00:00Z,108,,26,,2,2014-11-12T01:00:00Z,10,
ww-393BLOCK5PLOT34,3033214,WW5,Wheat_Winter_TUR,23585,https://doi.org/10.15454/VXMACR,MISHRAGANI,VIRTUAL_TRIAL,,,,,13,5,,Irrigated,2015,"5,6",,"2,3",,"0,7275155833",,"39,4685990338",,191,2015-05-22T02:00:00Z,95,,18,,2,,"9,5",
ww-397BLOCK7PLOT23,3032831,WW5,Wheat_Winter_TUR,23683,https://doi.org/10.15454/TRCEFY,NACHIPUNDO,VIRTUAL_TRIAL,,,,,8,23,,Rainfed,2015,,,,,"0,6663385827",,"23,5069444444",,42149,2015-05-27T02:00:00Z,72,,35,,2,2014-11-12T01:00:00Z,"7,9",
ww-397BLOCK5PLOT10,3033169,WW5,Wheat_Winter_TUR,23683,https://doi.org/10.15454/TRCEFY,NACHIPUNDO,VIRTUAL_TRIAL,,,,,10,2,,Irrigated,2015,,,,,"0,7748729121",,"25,1058823529",,192,2015-05-23T02:00:00Z,"92,5",,"20,5",,2,,"9,4",
ww-399BLOCK10PLOT48,3033142,WW5,Wheat_Winter_TUR,23782,https://doi.org/10.15454/4XWKIT,NZ(81)P43,VIRTUAL_TRIAL,,,,,11,45,,Rainfed,2015,,,,,,,,,42148,2015-05-24T02:00:00Z,71,,17,,2,2014-11-12T01:00:00Z,,
ww-399BLOCK3PLOT8,3032788,WW5,Wheat_Winter_TUR,23782,https://doi.org/10.15454/4XWKIT,NZ(81)P43,VIRTUAL_TRIAL,,,,,7,20,,Rainfed,2015,"2,8",,"2,246",,"0,7557557558",,"41,4835164835",,42146,2015-05-24T02:00:00Z,"91,5",,32,,2,2014-11-12T01:00:00Z,"7,7",
ww-399BLOCK6PLOT18,3033313,WW5,Wheat_Winter_TUR,23782,https://doi.org/10.15454/4XWKIT,NZ(81)P43,VIRTUAL_TRIAL,,,,,14,12,,Irrigated,2015,,,,,"0,5355029586",,"30,8085106383",,188,2015-05-19T02:00:00Z,"62,5",,15,,1,,11,
ww-400BLOCK10PLOT16,3033075,WW5,Wheat_Winter_TUR,23785,https://doi.org/10.15454/DI8YMW,ODESSA EXP.STA.17413,VIRTUAL_TRIAL,,,,,14,40,,Rainfed,2015,,,"2,3",,,,,,42144,2015-05-22T02:00:00Z,95,,31,,2,2014-11-12T01:00:00Z,"8,6",
ww-400BLOCK2PLOT34,3032713,WW5,Wheat_Winter_TUR,23785,https://doi.org/10.15454/DI8YMW,ODESSA EXP.STA.17413,VIRTUAL_TRIAL,,,,,2,15,,Rainfed,2015,"4,4166666667",,"2,3",,"0,6776978417",,"40,9565217391",,42145,2015-05-23T02:00:00Z,118,,23,,2,2014-11-12T01:00:00Z,"9,5",
ww-400BLOCK3PLOT10,3033427,WW5,Wheat_Winter_TUR,23785,https://doi.org/10.15454/DI8YMW,ODESSA EXP.STA.17413,VIRTUAL_TRIAL,,,,,2,21,,Irrigated,2015,"3,85",,"2,3",,"0,699045967",,"39,7044334975",,186,2015-05-17T02:00:00Z,95,,"30,5",,2,,"9,7",
ww-402BLOCK7PLOT65,3032920,WW5,Wheat_Winter_TUR,23791,https://doi.org/10.15454/EW1I0E,ODESSA EXP.STA.21821,VIRTUAL_TRIAL,,,,,13,29,,Rainfed,2015,,,,,,,,,42149,2015-05-26T02:00:00Z,93,,11,,1,2014-11-12T01:00:00Z,,
ww-402BLOCK4PLOT34,3033608,WW5,Wheat_Winter_TUR,23791,https://doi.org/10.15454/EW1I0E,ODESSA EXP.STA.21821,VIRTUAL_TRIAL,,,,,1,34,,Irrigated,2015,"6,35",,"2,3",,"0,6859867938",,"38,6363636364",,194,2015-05-25T02:00:00Z,107,,"34,5",,2,,"10,1",
ww-406BLOCK2PLOT2,3032643,WW5,Wheat_Winter_TUR,23824,https://doi.org/10.15454/TNEWE9,ORLANDI,VIRTUAL_TRIAL,,,,,2,10,,Rainfed,2015,"3,4",,"1,2",,"0,6980830671",,"37,3504273504",,42152,2015-05-28T02:00:00Z,62,,11,,2,2014-11-12T01:00:00Z,"5,1",
ww-406BLOCK6PLOT24,3033326,WW5,Wheat_Winter_TUR,23824,https://doi.org/10.15454/TNEWE9,ORLANDI,VIRTUAL_TRIAL,,,,,13,13,,Irrigated,2015,"4,2",,"1,2",,"0,6863207547",,"41,7703349282",,192,2015-05-23T02:00:00Z,51,,"19,5",,1,,"10,1",
ww-406BLOCK10PLOT12,3033701,WW5,Wheat_Winter_TUR,23824,https://doi.org/10.15454/TNEWE9,ORLANDI,VIRTUAL_TRIAL,,,,,10,40,,Irrigated,2015,"3,9",,"2,3",,"0,7053018576",,"29,0438247012",,194,2015-05-25T02:00:00Z,47,,10,,1,,"7,5",
ww-432BLOCK2PLOT14,3032672,WW5,Wheat_Winter_TUR,25066,https://doi.org/10.15454/82WZJV,SANUNU,VIRTUAL_TRIAL,,,,,3,12,,Rainfed,2015,"3,6",,"2,3",,"0,6477935054",,"41,3829787234",,42146,2015-05-24T02:00:00Z,"84,5",,32,,2,2014-11-12T01:00:00Z,"9,5",
ww-432BLOCK4PLOT55,3033650,WW5,Wheat_Winter_TUR,25066,https://doi.org/10.15454/82WZJV,SANUNU,VIRTUAL_TRIAL,,,,,1,37,,Irrigated,2015,"3,9",,"2,3",,"0,7359625668",,"37,5767918089",,193,2015-05-24T02:00:00Z,69,,"25,5",,1,,"10,2",
ww-477BLOCK6PLOT28,3032707,WW5,Wheat_Winter_TUR,22079,https://doi.org/10.15454/IM7BXJ,BENCHUNG,VIRTUAL_TRIAL,,,,,10,14,,Rainfed,2015,"0,5",,1,,"0,7052631579",,"20,9375",,42145,2015-05-23T02:00:00Z,108,,36,,2,2014-11-12T01:00:00Z,"7,6666666667",
ww-477BLOCK1PLOT12,3033164,WW5,Wheat_Winter_TUR,22079,https://doi.org/10.15454/IM7BXJ,BENCHUNG,VIRTUAL_TRIAL,,,,,5,2,,Irrigated,2015,,,,,"0,821686747",,"26,4341085271",,190,2015-05-21T02:00:00Z,91,,36,,1,,"7,9",
ww-479BLOCK3PLOT30,3032838,WW5,Wheat_Winter_TUR,22450,https://doi.org/10.15454/EJYFYD,CHIRKUNG,VIRTUAL_TRIAL,,,,,1,24,,Rainfed,2015,3,,"2,3",,"0,8257575758",,"35,9340659341",,42141,2015-05-19T02:00:00Z,"107,5",,31,,2,2014-11-12T01:00:00Z,"8,5",
ww-479BLOCK5PLOT66,3033285,WW5,Wheat_Winter_TUR,22450,https://doi.org/10.15454/EJYFYD,CHIRKUNG,VIRTUAL_TRIAL,,,,,14,10,,Irrigated,2015,,,1,,"0,6034368804",,"31,3745704467",,190,2015-05-21T02:00:00Z,"77,5",,28,,1,,"10,9",
ww-480BLOCK9PLOT42,3033122,WW5,Wheat_Winter_TUR,22464,https://doi.org/10.15454/NRCMSV,CHYAMTANG,VIRTUAL_TRIAL,,,,,5,44,,Rainfed,2015,,,,,"0,5862068966",,"24,2857142857",,42148,2015-05-24T02:00:00Z,"49,5",,19,,2,2014-11-12T01:00:00Z,"5,7",
ww-480BLOCK1PLOT20,3032549,WW5,Wheat_Winter_TUR,22464,https://doi.org/10.15454/NRCMSV,CHYAMTANG,VIRTUAL_TRIAL,,,,,6,3,,Rainfed,2015,,,,,"0,5051194539",,"15,9139784946",,197,2015-05-28T02:00:00Z,"76,5",,7,,2,2014-11-12T01:00:00Z,"6,1",
ww-480BLOCK3PLOT48,3033500,WW5,Wheat_Winter_TUR,22464,https://doi.org/10.15454/NRCMSV,CHYAMTANG,VIRTUAL_TRIAL,,,,,5,26,,Irrigated,2015,,,,,"0,7620274914",,"30,6920415225",,193,2015-05-24T02:00:00Z,94,,21,,1,,"8,3",
ww-481BLOCK7PLOT7,3032794,WW5,Wheat_Winter_TUR,22881,https://doi.org/10.15454/HNDHIN,FRONTHATCH,VIRTUAL_TRIAL,,,,,13,20,,Rainfed,2015,,,,,,,,,42146,2015-05-24T02:00:00Z,92,,26,,2,2014-11-12T01:00:00Z,,
ww-481BLOCK5PLOT3,3033155,WW5,Wheat_Winter_TUR,22881,https://doi.org/10.15454/HNDHIN,FRONTHATCH,VIRTUAL_TRIAL,,,,,10,1,,Irrigated,2015,,,,,"0,7243947858",,"30,7509881423",,193,2015-05-24T02:00:00Z,97,,"27,5",,1,,10,
ww-490BLOCK4PLOT41,3032992,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,1,35,,Rainfed,2015,3,,"2,3",,"0,4904214559",,"19,3939393939",,42154,2015-05-31T02:00:00Z,74,,20,,2,2014-11-12T01:00:00Z,"6,625",
ww-489BLOCK8PLOT44,3033002,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,11,35,,Rainfed,2015,"4,6",,"2,3",,"0,6844070962",,"46,6878980892",,42154,2015-05-31T02:00:00Z,112,,23,,2,2014-11-12T01:00:00Z,10,
ww-488BLOCK2PLOT18,3032676,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,7,12,,Rainfed,2015,4,,"2,3",,"0,6797583082",,"32,9268292683",,42156,2015-06-03T02:00:00Z,"103,5",,19,,2,2014-11-12T01:00:00Z,"8,6",
ww-474BLOCK2PLOT65,3032773,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,6,19,,Rainfed,2015,"4,1",,"1,2",,"0,6452830189",,"34,6621621622",,42143,2015-05-21T02:00:00Z,125,,30,,2,2014-11-12T01:00:00Z,"8,3",
ww-473BLOCK8PLOT52,3033017,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,12,36,,Rainfed,2015,"3,55",,"2,3",,"0,7249224405",,"37,8918918919",,42143,2015-05-21T02:00:00Z,"114,5",,33,,1,2014-11-12T01:00:00Z,"9,2",
ww-472BLOCK2PLOT21,3032686,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,3,13,,Rainfed,2015,5,,"2,3",,"0,6995305164",,"38,4020618557",,42150,2015-05-28T02:00:00Z,124,,25,,2,2014-11-12T01:00:00Z,"9,7",
ww-467BLOCK2PLOT1,3032642,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,1,10,,Rainfed,2015,"0,5",,1,,"0,6387665198",,"35,3658536585",,42147,2015-05-23T02:00:00Z,"44,5",,26,,2,2014-11-12T01:00:00Z,"7,9",
ww-464BLOCK1PLOT60,3032631,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,4,9,,Rainfed,2015,"3,9",,"2,3",,"0,7204767064",,"34,4559585492",,42157,2015-06-02T02:00:00Z,108,,23,,1,2014-11-12T01:00:00Z,"9,6",
ww-462BLOCK10PLOT43,3033130,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,13,44,,Rainfed,2015,,,,,,,,,42158,2015-06-03T02:00:00Z,"83,5",,19,,2,2014-11-12T01:00:00Z,,
ww-462BLOCK4PLOT29,3032966,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,3,33,,Rainfed,2015,"4,125",,"2,3",,"0,7460815047",,"36,6153846154",,42156,2015-06-02T02:00:00Z,107,,33,,1,2014-11-12T01:00:00Z,"9,5",
ww-461BLOCK6PLOT37,3032723,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,12,15,,Rainfed,2015,"4,45",,"2,3",,"0,7289719626",,60,,42145,2015-05-23T02:00:00Z,"111,5",,26,,2,2014-11-12T01:00:00Z,"8,8",
ww-460BLOCK10PLOT27,3033100,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,11,42,,Rainfed,2015,"3,8",,"2,3",,"0,7243589744",,"37,6666666667",,42148,2015-05-26T02:00:00Z,110,,38,,2,2014-11-12T01:00:00Z,"7,8",
ww-460BLOCK4PLOT22,3032952,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,3,32,,Rainfed,2015,"3,25",,"1,2",,"0,7114427861",,"35,1639344262",,42151,2015-05-28T02:00:00Z,104,,27,,1,2014-11-12T01:00:00Z,"7,75",
ww-456BLOCK3PLOT34,3032842,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,5,24,,Rainfed,2015,"2,1",,"2,3",,"0,6899350649",,"35,4166666667",,42146,2015-05-24T02:00:00Z,105,,21,,2,2014-11-12T01:00:00Z,"8,1",
ww-455BLOCK6PLOT15,3032680,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,11,12,,Rainfed,2015,"3,75",,"2,3",,"0,7435483871",,"37,1774193548",,42145,2015-05-23T02:00:00Z,97,,16,,2,2014-11-12T01:00:00Z,"7,625",
ww-454BLOCK6PLOT10,3032668,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,13,11,,Rainfed,2015,,,,,,,,,42148,2015-05-26T02:00:00Z,"119,5",,34,,2,2014-11-12T01:00:00Z,,
ww-453BLOCK6PLOT6,3032664,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,9,11,,Rainfed,2015,"4,1666666667",,"2,3",,"0,6955602537",,35,,42146,2015-05-24T02:00:00Z,"90,5",,31,,2,2014-11-12T01:00:00Z,9,
ww-452BLOCK3PLOT13,3032800,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,5,21,,Rainfed,2015,"4,15",,"2,3",,"0,8006329114",,"49,6078431373",,42143,2015-05-21T02:00:00Z,107,,15,,2,2014-11-12T01:00:00Z,"8,5",
ww-453BLOCK9PLOT12,3033694,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,3,40,,Irrigated,2015,"3,85",,"2,3",,"0,6796949476",,"36,3775510204",,193,2015-05-24T02:00:00Z,"104,5",,40,,2,,"10,9",
ww-452BLOCK6PLOT14,3033309,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,10,12,,Irrigated,2015,,,"2,3",,"0,8416779432",,"52,4894514768",,186,2015-05-17T02:00:00Z,96,,39,,1,,"9,8",
ww-453BLOCK4PLOT26,3033586,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,7,32,,Irrigated,2015,"3,45",,"2,3",,"0,6895544193",,"40,3418803419",,194,2015-05-25T02:00:00Z,110,,"34,5",,1,,12,
ww-454BLOCK4PLOT38,3033612,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,5,34,,Irrigated,2015,"4,15",,"2,3",,"0,6808988764",,"42,5263157895",,193,2015-05-24T02:00:00Z,127,,"45,5",,2,,14,
ww-455BLOCK3PLOT22,3033446,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,7,22,,Irrigated,2015,4,,"2,3",,"0,7437751004",,"39,7424892704",,192,2015-05-23T02:00:00Z,102,,"25,5",,2,,"9,6",
ww-456BLOCK3PLOT30,3033468,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,1,24,,Irrigated,2015,"3,05",,"2,3",,"0,7300613497",,"42,6905829596",,190,2015-05-21T02:00:00Z,"104,5",,22,,1,,"10,2",
ww-456BLOCK10PLOT29,3033732,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,13,42,,Irrigated,2015,"3,7",,"2,3",,"0,7249451353",,"44,8416289593",,190,2015-05-21T02:00:00Z,"92,5",,17,,1,,"9,1",
ww-460BLOCK7PLOT50,3033509,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,14,26,,Irrigated,2015,"8,45",,"2,3",,"0,7034135422",,"54,8908296943",,192,2015-05-23T02:00:00Z,"92,5",,31,,1,,"6,4",
ww-461BLOCK5PLOT28,3033201,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,14,4,,Irrigated,2015,"3,8",,"2,3",,"0,6098843323",,"33,7209302326",,193,2015-05-24T02:00:00Z,96,,22,,2,,"9,6",
ww-461BLOCK10PLOT8,3033690,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,13,39,,Irrigated,2015,"5,55",,"2,3",,"0,715018315",,"38,125",,193,2015-05-24T02:00:00Z,"103,5",,"33,5",,1,,"11,1",
ww-462BLOCK4PLOT43,3033624,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,3,35,,Irrigated,2015,"4,4",,"2,3",,"0,7430997877",,"37,8378378378",,195,2015-05-26T02:00:00Z,101,,"19,5",,1,,"10,5",
ww-464BLOCK6PLOT55,3033392,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,9,18,,Irrigated,2015,"3,5",,"1,2",,"0,649408284",,"23,7297297297",,196,2015-05-27T02:00:00Z,"95,5",,30,,1,,"10,3",
ww-467BLOCK8PLOT27,3033601,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,8,33,,Irrigated,2015,,,1,,"0,6348155156",,"38,5632183908",,196,2015-05-27T02:00:00Z,"120,5",,"52,5",,1,,"12,4",
ww-472BLOCK5PLOT54,3033255,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,12,8,,Irrigated,2015,,,,,"0,7595861229",,"47,6335877863",,194,2015-05-25T02:00:00Z,111,,44,,2,,"12,9",
ww-473BLOCK4PLOT30,3033597,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,4,33,,Irrigated,2015,"4,4",,"2,3",,"0,7388679245",,"45,3240740741",,192,2015-05-23T02:00:00Z,"94,5",,25,,2,,"10,9",
ww-474BLOCK4PLOT41,3033622,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,1,35,,Irrigated,2015,4,,"2,3",,"0,7182481752",,"29,4610778443",,192,2015-05-23T02:00:00Z,"92,5",,"34,5",,1,,"12,7",
ww-488BLOCK4PLOT50,3033638,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,3,36,,Irrigated,2015,"3,95",,"2,3",,"0,8122866894",,"43,4306569343",,197,2015-05-28T02:00:00Z,103,,"23,5",,1,,8,
ww-489BLOCK3PLOT49,3033501,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,6,26,,Irrigated,2015,,,,,,,,,197,2015-05-28T02:00:00Z,"96,5",,"21,5",,1,,,
ww-490BLOCK7PLOT61,3033534,WW5,Wheat_Winter_TUR,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,11,28,,Irrigated,2015,"4,5",,"2,3",,"0,5674603175",,"23,4426229508",,197,2015-05-28T02:00:00Z,"96,5",,31,,1,,"8,5",
ww-492BLOCK3PLOT5,3032785,WW5,Wheat_Winter_TUR,48304,https://doi.org/10.15454/JD1CH6,FAVORI,VIRTUAL_TRIAL,,,,,4,20,,Rainfed,2015,,,,,"0,6987234043",,"40,2450980392",,42156,2015-06-03T02:00:00Z,100,,35,,2,2014-11-12T01:00:00Z,"8,9",
ww-492BLOCK7PLOT45,3033504,WW5,Wheat_Winter_TUR,48304,https://doi.org/10.15454/JD1CH6,FAVORI,VIRTUAL_TRIAL,,,,,9,26,,Irrigated,2015,,,,,"0,7217573222",,"44,9511400651",,196,2015-05-27T02:00:00Z,"111,5",,38,,1,,"10,8",
ww-494BLOCK5PLOT35,3033215,WW5,Wheat_Winter_TUR,60703,https://doi.org/10.15454/VTNSKF,DOUCHANI,VIRTUAL_TRIAL,,,,,14,5,,Irrigated,2015,5,,"2,3",,"0,7425910246",,"53,4756097561",,196,2015-05-27T02:00:00Z,"93,5",,"31,5",,2,,11,
ww-494BLOCK9PLOT50,3033137,WW5,Wheat_Winter_TUR,60703,https://doi.org/10.15454/VTNSKF,DOUCHANI,VIRTUAL_TRIAL,,,,,6,45,,Rainfed,2015,"1,1",,1,,"0,2759924386",,"17,1764705882",,42159,2015-06-04T02:00:00Z,"112,5",,17,,2,2014-11-12T01:00:00Z,"8,6",
ww-494BLOCK7PLOT12,3032806,WW5,Wheat_Winter_TUR,60703,https://doi.org/10.15454/VTNSKF,DOUCHANI,VIRTUAL_TRIAL,,,,,11,21,,Rainfed,2015,1,,1,,"0,68125",,"44,1891891892",,42153,2015-05-31T02:00:00Z,81,,37,,1,2014-11-12T01:00:00Z,"9,5",
ww-491BLOCK4PLOT20,3032950,WW5,Wheat_Winter_TUR,48332,https://doi.org/10.15454/X9OC1Y,RUSSISCHER KORSCHOW 149,VIRTUAL_TRIAL,,,,,1,32,,Rainfed,2015,,,,,"0,7141882674",,"39,0671641791",,42158,2015-06-04T02:00:00Z,123,,26,,1,2014-11-12T01:00:00Z,11,
ww-491BLOCK10PLOT37,3033117,WW5,Wheat_Winter_TUR,48332,https://doi.org/10.15454/X9OC1Y,RUSSISCHER KORSCHOW 149,VIRTUAL_TRIAL,,,,,14,43,,Rainfed,2015,,,,,"0,4243323442",,"27,7669902913",,42147,2015-05-23T02:00:00Z,"72,5",,26,,2,2014-11-12T01:00:00Z,"8,3",
ww-491BLOCK1PLOT39,3033219,WW5,Wheat_Winter_TUR,48332,https://doi.org/10.15454/X9OC1Y,RUSSISCHER KORSCHOW 149,VIRTUAL_TRIAL,,,,,4,6,,Irrigated,,,,,,,,,,,,,,,,,,,
ww-496BLOCK1PLOT38,3033218,WW5,Wheat_Winter_TUR,48283,https://doi.org/10.15454/F7ZGDU,GAHU (NEPALI) OR KYO (SIKKIMESE),VIRTUAL_TRIAL,,,,,3,6,,Irrigated,2015,,,,,"0,7255639098",,"38,6",,195,2015-05-26T02:00:00Z,108,,"34,5",,2,,"10,2",
ww-508BLOCK3PLOT41,3033486,WW5,Wheat_Winter_TUR,48283,https://doi.org/10.15454/F7ZGDU,GAHU (NEPALI) OR KYO (SIKKIMESE),VIRTUAL_TRIAL,,,,,5,25,,Irrigated,2015,"3,8",,"2,3",,"0,722642808",,"42,3387096774",,192,2015-05-23T02:00:00Z,"99,5",,"19,5",,2,,"10,3",
ww-508BLOCK10PLOT31,3033111,WW5,Wheat_Winter_TUR,48283,https://doi.org/10.15454/F7ZGDU,GAHU (NEPALI) OR KYO (SIKKIMESE),VIRTUAL_TRIAL,,,,,8,43,,Rainfed,2015,4,,"1,2",,"0,6514745308",,"43,7837837838",,42147,2015-05-23T02:00:00Z,100,,30,,2,2014-11-12T01:00:00Z,"9,3333333333",
ww-508BLOCK8PLOT4,3032918,WW5,Wheat_Winter_TUR,48283,https://doi.org/10.15454/F7ZGDU,GAHU (NEPALI) OR KYO (SIKKIMESE),VIRTUAL_TRIAL,,,,,11,29,,Rainfed,2015,"3,1666666667",,"2,3",,"0,6492374728",,"40,8219178082",,42147,2015-05-24T02:00:00Z,"109,5",,20,,1,2014-11-12T01:00:00Z,"8,3333333333",
ww-496BLOCK2PLOT27,3032699,WW5,Wheat_Winter_TUR,48283,https://doi.org/10.15454/F7ZGDU,GAHU (NEPALI) OR KYO (SIKKIMESE),VIRTUAL_TRIAL,,,,,2,14,,Rainfed,2015,,,,,"0,725203252",,"36,5573770492",,42148,2015-05-26T02:00:00Z,124,,30,,2,2014-11-12T01:00:00Z,"8,25",
ww-078BLOCK7PLOT25,3032833,WW5,Wheat_Winter_TUR,48162,https://doi.org/10.15454/XJRSSR,TRI 2416,VIRTUAL_TRIAL,,,,,10,23,,Rainfed,2015,"2,8",,"2,3",,"0,794628752",,"36,4492753623",,42146,2015-05-24T02:00:00Z,101,,25,,2,2014-11-12T01:00:00Z,"7,1",
ww-078BLOCK1PLOT64,3033276,WW5,Wheat_Winter_TUR,48162,https://doi.org/10.15454/XJRSSR,TRI 2416,VIRTUAL_TRIAL,,,,,5,10,,Irrigated,2015,"3,1",,"2,3",,"0,780939775",,"36,3076923077",,190,2015-05-21T02:00:00Z,"89,5",,30,,2,,"9,8",
ww-104BLOCK3PLOT35,3032843,WW5,Wheat_Winter_TUR,48177,https://doi.org/10.15454/ZZNRZX,TRI 11693,VIRTUAL_TRIAL,,,,,6,24,,Rainfed,,,,,,,,,,,,,,,,,,,
ww-104BLOCK7PLOT53,3033519,WW5,Wheat_Winter_TUR,48177,https://doi.org/10.15454/ZZNRZX,TRI 11693,VIRTUAL_TRIAL,,,,,10,27,,Irrigated,2015,,,,,"0,660685155",,"28,3216783217",,196,2015-05-27T02:00:00Z,87,,22,,1,,11,
ww-109BLOCK9PLOT3,3033048,WW5,Wheat_Winter_TUR,48181,https://doi.org/10.15454/AY6WIL,TRI 11658,VIRTUAL_TRIAL,,,,,1,39,,Rainfed,2015,"1,5",,"1,2",,"0,6127527216",,"20,2051282051",,42153,2015-05-31T02:00:00Z,90,,21,,1,2014-11-12T01:00:00Z,"4,6",
ww-109BLOCK5PLOT60,3032638,WW5,Wheat_Winter_TUR,48181,https://doi.org/10.15454/AY6WIL,TRI 11658,VIRTUAL_TRIAL,,,,,11,9,,Rainfed,2015,1,,1,,"0,4851485149",,"16,0655737705",,42156,2015-06-01T02:00:00Z,"97,5",,29,,2,2014-11-12T01:00:00Z,"4,5",
